stem,method,region_h,region_w,niqe,brisque,ocr_conf_sum,ocr_n_detections
sc_h_32,raw,127,96,7.610607664354587,25.44158935546875,0.605164453967524,2
sc_h_32,telea,127,96,7.28021077030799,17.92596435546875,0.0,0
sc_h_32,navier_stokes,127,96,6.737390785596663,19.10174560546875,0.0,0
sc_h_32,lama_manual_mask,127,96,6.365668438739387,18.62615966796875,0.0,0
sc_h_32,lama_dilated,127,96,7.105394158001443,20.41424560546875,0.0,0
sc_h_32,lama_auto,127,96,5.904197045351651,19.88787841796875,0.0,0
sc_h_33,raw,117,96,12.739083966608701,47.54705810546875,1.1679842513281051,2
sc_h_33,telea,117,96,13.472590872384536,38.52850341796875,0.0,0
sc_h_33,navier_stokes,117,96,12.214626239698152,40.45330810546875,0.0,0
sc_h_33,lama_manual_mask,117,96,10.940740815120307,39.62322998046875,0.0,0
sc_h_33,lama_dilated,117,96,9.051531977416808,30.20135498046875,0.0,0
sc_h_33,lama_auto,117,96,9.312376219639496,30.23651123046875,0.0,0
