stem,method,remove_score
sc_h_31,lama_auto,0.9146202802658081
sc_h_32,raw,0.6570315361022949
sc_h_32,telea,0.9087168574333191
sc_h_32,navier_stokes,0.90235435962677
sc_h_32,lama_manual_mask,0.8580517768859863
sc_h_32,lama_dilated,0.8975232839584351
sc_h_32,lama_auto,0.8859483599662781
sc_h_33,raw,0.731833815574646
sc_h_33,telea,0.8593443632125854
sc_h_33,navier_stokes,0.8763363361358643
sc_h_33,lama_manual_mask,0.7801395654678345
sc_h_33,lama_dilated,0.9030671119689941
sc_h_33,lama_auto,0.8840137720108032
sc_h_34,raw,0.6033758521080017
sc_h_34,telea,0.692074179649353
sc_h_34,navier_stokes,0.750576376914978
sc_h_34,lama_manual_mask,0.7031577229499817
sc_h_34,lama_dilated,0.8724673986434937
sc_h_34,lama_auto,0.8600509166717529
sc_h_35,raw,0.6149028539657593
sc_h_35,telea,0.8037878274917603
sc_h_35,navier_stokes,0.7896654605865479
sc_h_35,lama_manual_mask,0.8636130094528198
sc_h_35,lama_dilated,0.9072545766830444
sc_h_35,lama_auto,0.900901198387146
sc_h_36,raw,0.6246775984764099
sc_h_36,telea,0.7097655534744263
sc_h_36,navier_stokes,0.8077477812767029
sc_h_36,lama_manual_mask,0.8413653373718262
sc_h_36,lama_dilated,0.8588511347770691
sc_h_36,lama_auto,0.8572481870651245
sc_h_37,raw,0.42826059460639954
sc_h_37,telea,0.8209152221679688
sc_h_37,navier_stokes,0.8115546703338623
sc_h_37,lama_manual_mask,0.7278656959533691
sc_h_37,lama_dilated,0.9001785516738892
sc_h_37,lama_auto,0.8985126614570618
sc_h_38,raw,0.8097606897354126
sc_h_38,telea,0.8593968749046326
sc_h_38,navier_stokes,0.8891534805297852
sc_h_38,lama_manual_mask,0.8653237819671631
sc_h_38,lama_dilated,0.89471435546875
sc_h_38,lama_auto,0.904417872428894
sc_h_39,raw,0.7184951305389404
sc_h_39,telea,0.7790034413337708
sc_h_39,navier_stokes,0.8157182931900024
sc_h_39,lama_manual_mask,0.7870582938194275
sc_h_39,lama_dilated,0.8923225402832031
sc_h_39,lama_auto,0.8947128057479858
sc_h_40,raw,0.5076545476913452
sc_h_40,telea,0.6379516124725342
sc_h_40,navier_stokes,0.6822773814201355
sc_h_40,lama_manual_mask,0.9102728962898254
sc_h_40,lama_dilated,0.9215990304946899
sc_h_40,lama_auto,0.9083848595619202
sc_h_41,raw,0.5652701258659363
sc_h_41,telea,0.7930951118469238
sc_h_41,navier_stokes,0.7894879579544067
sc_h_41,lama_manual_mask,0.7287511825561523
sc_h_41,lama_dilated,0.9304317235946655
sc_h_41,lama_auto,0.9275044202804565
sc_h_42,raw,0.5218517780303955
sc_h_42,telea,0.8493756055831909
sc_h_42,navier_stokes,0.8138803243637085
sc_h_42,lama_manual_mask,0.7868220806121826
sc_h_42,lama_dilated,0.8407936692237854
sc_h_42,lama_auto,0.8778858780860901
sc_h_43,raw,0.8373385667800903
sc_h_43,telea,0.8829962015151978
sc_h_43,navier_stokes,0.8776411414146423
sc_h_43,lama_manual_mask,0.8615007400512695
sc_h_43,lama_dilated,0.9119300842285156
sc_h_43,lama_auto,0.9041185975074768
sc_h_44,raw,0.46737539768218994
sc_h_44,telea,0.8106563091278076
sc_h_44,navier_stokes,0.8300378918647766
sc_h_44,lama_manual_mask,0.7825044989585876
sc_h_44,lama_dilated,0.9092611074447632
sc_h_44,lama_auto,0.8984743356704712
