stem,method,niqe ↓,brisque ↓,ocr_conf_sum ↓,remove_score ↑,conclusion,conlcusion (visual)
sc_h_1,telea,7.909847176823771,37.54412841796875,0.0,0.6354237794876099,,
sc_h_1,navier_stokes,7.487186034158837,42.96697998046875,0.0,0.5998282432556152,,
sc_h_1,lama_manual_mask,5.588333487579119,32.11541748046875,0.0,0.6195537447929382,✔️,
sc_h_1,lama_dilated,6.174716543773633,34.10955810546875,0.0,0.6495378017425537,✔️,✔️
sc_h_1,lama_auto,5.593461068324131,33.45037841796875,0.0610532423478322,0.6055703163146973,,
sc_h_10,raw,6.050036134654135,33.79315185546875,2.5479475135247407,0.6241214275360107,,
sc_h_10,telea,5.184236597440356,25.94158935546875,0.0,0.8099501132965088,,
sc_h_10,navier_stokes,4.846947701685881,27.42303466796875,0.0,0.7065145969390869,✔️,
sc_h_10,lama_manual_mask,5.005777528398032,31.89764404296875,0.0,0.6867812275886536,,
sc_h_10,lama_dilated,5.876340954359558,30.63494873046875,0.0,0.8208074569702148,,✔️
sc_h_10,lama_auto,5.450328825843332,25.75506591796875,0.0,0.8729414939880371,✔️,✔️
sc_h_11,raw,12.228836293213549,37.95819091796875,2.753530682311524,0.3247021436691284,,
sc_h_11,telea,10.609083776295613,14.05194091796875,0.0,0.4480110108852386,,
sc_h_11,navier_stokes,8.495440450981663,18.07635498046875,0.0,0.4131531715393066,✔️,
sc_h_11,lama_manual_mask,10.285454159885989,24.49920654296875,0.2452489566279807,0.5052816867828369,,
sc_h_11,lama_dilated,12.723076899961796,11.69549560546875,0.0,0.8783664703369141,,✔️
sc_h_11,lama_auto,10.53381965853742,7.02459716796875,0.0,0.9298768043518066,✔️,✔️
sc_h_12,raw,9.194102985350424,44.24139404296875,2.0084668683890325,0.7439020872116089,,
sc_h_12,telea,9.432134343305703,35.40838623046875,0.0,0.7452409267425537,✔️,
sc_h_12,navier_stokes,9.036859708284652,38.27947998046875,0.0,0.7339967489242554,✔️,
sc_h_12,lama_manual_mask,9.217272964064346,39.82049560546875,0.0,0.6815624237060547,,
sc_h_12,lama_dilated,9.117418643709994,32.95330810546875,0.0,0.713992714881897,✔️,✔️
sc_h_12,lama_auto,9.367590008893275,37.49530029296875,0.0,0.6836352348327637,✔️,✔️
sc_h_13,raw,12.445995813499549,45.73553466796875,1.176303100826892,0.2753584682941437,,
sc_h_13,telea,8.33820643146974,28.96209716796875,0.0,0.5827001929283142,,
sc_h_13,navier_stokes,7.024116174011638,33.19451904296875,0.0,0.511289656162262,,
sc_h_13,lama_manual_mask,8.442442419536835,31.21990966796875,0.2301501337286592,0.4253557920455932,,
sc_h_13,lama_dilated,7.8232622120234145,19.43963623046875,0.0,0.8691180348396301,✔️,✔️
sc_h_13,lama_auto,6.98862523341433,22.25897216796875,0.0,0.7671971321105957,✔️,✔️
sc_h_14,raw,10.599150711084825,35.25994873046875,2.101869662618983,0.6794352531433105,✔️,
sc_h_14,telea,9.89660260681555,51.96014404296875,0.0,0.6056345701217651,,
sc_h_14,navier_stokes,9.62312291868118,44.16229248046875,0.0,0.7165737152099609,,
sc_h_14,lama_manual_mask,8.861371106768964,37.97967529296875,0.0,0.7682080268859863,,
sc_h_14,lama_dilated,8.198344839733917,38.72088623046875,0.0,0.8951361179351807,✔️,✔️
sc_h_14,lama_auto,8.77088194701101,38.26385498046875,0.0,0.8931292295455933,✔️,✔️
sc_h_15,raw,12.824170885241696,27.71990966796875,1.9168854211470203,0.2640987038612366,,
sc_h_15,telea,12.37536785697973,19.37615966796875,0.0,0.5027076005935669,,
sc_h_15,navier_stokes,10.794038640674648,24.80780029296875,0.0,0.5112618207931519,,
sc_h_15,lama_manual_mask,10.900940148781835,25.72967529296875,0.3131546286008595,0.3038078248500824,,
