stem,method,niqe ↓,brisque ↓,remove_score ↑,conclusion,conlcusion (visual)
sc_h_17,aesrgan,11.96459917134562,32.97283935546875,0.9168552756309508,,✔️
sc_h_18,lama_dilated,7.289946900723947,15.14764404296875,0.8962168097496033,✔️,
sc_h_18,swin2sr,9.945848154026194,89.88201904296875,0.881793200969696,,
sc_h_18,realesrgan,8.543635143883101,24.51678466796875,0.8812682628631592,,
sc_h_18,aesrgan,7.797528112020132,27.69451904296875,0.9001814126968384,✔️,✔️
sc_h_19,lama_dilated,10.667163429414035,36.71405029296875,0.8881787657737732,,
sc_h_19,swin2sr,14.885070844948125,80.68377685546875,0.891109824180603,,
sc_h_19,realesrgan,7.494244248393529,21.92108154296875,0.9182372093200684,✔️,
sc_h_19,aesrgan,7.582699790362838,15.52557373046875,0.9091851711273192,✔️,✔️
sc_h_20,lama_dilated,5.7948107785637255,33.04608154296875,0.8991102576255798,✔️,
sc_h_20,swin2sr,8.425902433989632,64.59686279296875,0.8477553725242615,,✔️
sc_h_20,realesrgan,4.435904375595126,26.17010498046875,0.862855076789856,,
sc_h_20,aesrgan,3.163960258984476,3.71600341796875,0.8705440759658813,✔️,
sc_h_21,lama_dilated,5.859101993983165,20.07244873046875,0.9009170532226562,✔️,
sc_h_21,swin2sr,9.41352020669636,68.16033935546875,0.8717544078826904,,
sc_h_21,realesrgan,5.314541588576256,40.02655029296875,0.8706260919570923,,
sc_h_21,aesrgan,3.185043618356119,14.41912841796875,0.8563554286956787,✔️,✔️
sc_h_22,lama_dilated,12.25020315539578,18.98651123046875,0.8823634386062622,✔️,
sc_h_22,swin2sr,9.703602507306812,56.49090576171875,0.7547770142555237,,✔️
sc_h_22,realesrgan,7.118137797074504,57.75115966796875,0.8906856179237366,✔️,
sc_h_22,aesrgan,6.5988283499844265,24.77362060546875,0.8044977188110352,✔️,
sc_h_23,lama_dilated,8.370345876538492,38.63787841796875,0.8471362590789795,,
sc_h_23,swin2sr,10.246947773897489,56.59100341796875,0.7991886138916016,,
sc_h_23,realesrgan,7.926670680182664,23.55975341796875,0.8343613147735596,,
sc_h_23,aesrgan,6.977876021019066,12.32733154296875,0.851250946521759,✔️,✔️
sc_h_24,lama_dilated,8.497492980541665,20.42108154296875,0.9285866618156432,,
sc_h_24,swin2sr,9.554121854503563,72.35955810546875,0.8983996510505676,,
sc_h_24,realesrgan,4.380686795044026,26.71893310546875,0.9223435521125792,✔️,
sc_h_24,aesrgan,6.0681700927408695,11.60467529296875,0.9297666549682616,✔️,✔️
sc_h_25,lama_dilated,5.151316209796645,30.01971435546875,0.788689374923706,,
sc_h_25,swin2sr,8.761646970529592,57.21112060546875,0.6726877689361572,,
sc_h_25,realesrgan,4.869866838881969,3.00311279296875,0.8046108484268188,,
sc_h_25,aesrgan,4.531745090190401,0.20037841796875,0.8307313919067383,✔️,✔️
sc_h_26,lama_dilated,12.3421603304298,31.50408935546875,0.8651701807975769,✔️,
sc_h_26,swin2sr,9.321673565849563,62.88397216796875,0.7129677534103394,,
sc_h_26,realesrgan,5.055696905288822,11.91326904296875,0.7666932344436646,✔️,
sc_h_26,aesrgan,3.327441777818726,12.00506591796875,0.7522191405296326,✔️,✔️
sc_h_27,lama_dilated,5.898058586725497,34.39178466796875,0.9077916145324708,✔️,
sc_h_27,swin2sr,10.288537579804885,69.16815185546875,0.8070163726806641,,
sc_h_27,realesrgan,4.484545416593464,5.82342529296875,0.7722780704498291,,
sc_h_27,aesrgan,3.801889429915074,4.01678466796875,0.848259687423706,✔️,✔️
sc_h_28,lama_dilated,9.7770312910976,30.15350341796875,0.8764296770095825,,
